,Unnamed: 0,Name,Type,Studio,Genres
510,510,Detective Conan Movie 10: Requiem of the Detectives,Movie,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']"
511,511,Eve no Jikan,ONA,['Studio Rikka'],"['Sci-Fi', 'Slice of Life']"
512,512,Full Metal Panic? Fumoffu,TV,['Kyoto Animation'],"['Action', 'Comedy']"
513,513,Juuni Kokuki,TV,['Studio Pierrot'],"['Action', 'Adventure', 'Fantasy', 'Supernatural']"
514,514,Kara no Kyoukai 3: Tsuukaku Zanryuu,Movie,['ufotable'],"['Action', 'Drama', 'Mystery', 'Supernatural', 'Suspense']"
515,515,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,['Studio Deen'],"['Adventure', 'Comedy', 'Fantasy']"
516,516,Lovely★Complex,TV,['Toei Animation'],"['Comedy', 'Romance']"
517,517,Akatsuki no Yona,TV,['Studio Pierrot'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
518,518,Baby Steps 2nd Season,TV,['Studio Pierrot'],['Sports']
519,519,Black Lagoon,TV,['Madhouse'],['Action']
520,520,Black Lagoon: Roberta's Blood Trail,OVA,['Madhouse'],['Action']
521,521,Boku no Hero Academia the Movie 2: Heroes:Rising,Movie,['Bones'],['Action']
522,522,D.Gray-man,TV,['TMS Entertainment'],"['Action', 'Adventure', 'Comedy']"
523,523,Date A Live IV,TV,['GEEK TOYS'],"['Comedy', 'Romance', 'Sci-Fi']"
524,524,Detective Conan Movie 03: The Last Wizard of the Century,Movie,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']"
525,525,Detective Conan Movie 04: Captured in Her Eyes,Movie,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']"
526,526,FLCL,OVA,"['Gainax', '            Production I.G']","['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']"
527,527,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie,['Production I.G'],"['Action', 'Drama', 'Sci-Fi']"
528,528,Ginga Nagareboshi Gin,TV,['Toei Animation'],"['Action', 'Adventure', 'Drama']"
529,529,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,TV,['Ajia-Do'],"['Fantasy', 'Slice of Life']"
530,530,Kami nomi zo Shiru Sekai: Megami-hen,TV,['Manglobe'],"['Comedy', 'Romance', 'Supernatural']"
531,531,Magi: The Labyrinth of Magic,TV,['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy']"
532,532,Toaru Kagaku no Railgun S,TV,['J.C.Staff'],"['Action', 'Sci-Fi']"
533,533,Tsumiki no Ie,Movie,['Oh! Production'],"['Award Winning', 'Drama']"
534,534,Zombieland Saga: Revenge,TV,['MAPPA'],"['Comedy', 'Supernatural']"
535,535,Omae Umasou da na,Movie,['Ajia-Do'],"['Action', 'Adventure', 'Fantasy']"
536,536,Pui Pui Molcar,TV,['Shin-Ei Animation'],['Comedy']
537,537,Slayers Next,TV,['E&G Films'],"['Adventure', 'Comedy', 'Fantasy']"
538,538,Tate no Yuusha no Nariagari,TV,['Kinema Citrus'],"['Action', 'Adventure', 'Drama', 'Fantasy']"
539,539,Tokyo Magnitude 8.0,TV,"['Bones', '            Kinema Citrus']",['Drama']
540,540,Uma Musume: Pretty Derby (TV) Season 2,TV,['Studio Kai'],['Sports']
541,541,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,"[""Brain's Base""]","['Comedy', 'Drama', 'Romance', 'Slice of Life']"
542,542,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie,['Studio Gokumi'],"['Drama', 'Fantasy', 'Slice of Life']"
543,543,Detective Conan Movie 15: Quarter of Silence,Movie,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']"
544,544,ef: A Tale of Melodies.,TV,['Shaft'],"['Drama', 'Mystery', 'Romance', 'Supernatural']"
545,545,Evangelion: 1.0 You Are (Not) Alone,Movie,['Khara'],"['Action', 'Drama', 'Sci-Fi']"
546,546,Golden Boy,OVA,['APPP'],"['Adventure', 'Comedy', 'Ecchi']"
547,547,Hachimitsu to Clover,TV,['J.C.Staff'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
548,548,Kaichou wa Maid-sama!,TV,['J.C.Staff'],"['Comedy', 'Romance']"
549,549,Kamisama Hajimemashita OVA,OVA,['TMS Entertainment'],"['Comedy', 'Fantasy', 'Romance', 'Supernatural']"
550,550,Kara no Kyoukai Movie: Mirai Fukuin,Movie,['ufotable'],"['Drama', 'Mystery', 'Supernatural']"
551,551,Aria the OVA: Arietta,OVA,['Hal Film Maker'],"['Fantasy', 'Sci-Fi', 'Slice of Life']"
552,552,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Movie,['SANZIGEN'],['None']
553,553,Clannad,TV,['Kyoto Animation'],"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']"
554,554,Fullmetal Alchemist: Brotherhood Specials,Special,['Bones'],"['Drama', 'Fantasy']"
555,555,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,TV,['Ajia-Do'],"['Fantasy', 'Slice of Life']"
556,556,Love Live! Superstar!!,TV,['Sunrise'],['Slice of Life']
557,557,Mobile Suit Gundam: The 08th MS Team,OVA,['Sunrise'],"['Adventure', 'Drama', 'Romance', 'Sci-Fi']"
558,558,Mushoku Tensei: Isekai Ittara Honki Dasu Special,Special,['None'],"['Drama', 'Fantasy', 'Ecchi']"
559,559,Nagi no Asu kara,TV,['P.A. Works'],"['Drama', 'Fantasy', 'Romance']"
560,560,Persona 3 the Movie 4: Winter of Rebirth,Movie,['A-1 Pictures'],"['Action', 'Fantasy', 'Supernatural']"
561,561,Wolf's Rain OVA,OVA,['Bones'],"['Adventure', 'Drama', 'Sci-Fi', 'Supernatural']"
562,562,Maoujou de Oyasumi,TV,['Doga Kobo'],"['Comedy', 'Fantasy']"
563,563,Ookiku Furikabutte: Natsu no Taikai-hen,TV,['A-1 Pictures'],"['Comedy', 'Sports']"
564,564,School Rumble Ni Gakki,TV,['Studio Comet'],"['Comedy', 'Romance']"
565,565,Touch,TV,"['Gallop', '            Group TAC', '            Studio Junio']","['Drama', 'Romance', 'Slice of Life', 'Sports']"
566,566,Code Geass: Hangyaku no Lelouch III - Oudou,Movie,['Sunrise'],"['Action', 'Sci-Fi']"
567,567,Doupo Cangqiong 4th Season,ONA,['Motion Magic'],"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']"
568,568,Durarara!!x2 Shou,TV,['Shuka'],"['Action', 'Mystery', 'Supernatural']"
569,569,Eve no Jikan (Movie),Movie,['Studio Rikka'],"['Sci-Fi', 'Slice of Life']"
570,570,Haikyuu!! Movie 2: Shousha to Haisha,Movie,['Production I.G'],['Sports']
571,571,Hanada Shounen-shi,TV,['Madhouse'],"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']"
572,572,Hibike! Euphonium,TV,['Kyoto Animation'],['Drama']
573,573,High Score Girl: Extra Stage,OVA,['J.C.Staff'],['Comedy']
574,574,Kakushigoto (TV),TV,['Ajia-Do'],"['Comedy', 'Slice of Life']"
575,575,Kimi ni Todoke,TV,['Production I.G'],"['Drama', 'Romance', 'Slice of Life']"
576,576,Kobayashi-san Chi no Maid Dragon,TV,['Kyoto Animation'],"['Comedy', 'Fantasy', 'Slice of Life']"
577,577,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Special,['Production I.G'],"['Action', 'Sci-Fi']"
578,578,Douluo Dalu: Shan Yu Yu Lai,ONA,['Sparkly Key Animation Studio'],"['Action', 'Adventure', 'Fantasy', 'Romance']"
579,579,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,['Production I.G'],"['Action', 'Drama', 'Sci-Fi']"
580,580,High Score Girl II,TV,['J.C.Staff'],['Comedy']
581,581,Kimi ni Todoke 2nd Season,TV,['Production I.G'],"['Drama', 'Romance', 'Slice of Life']"
582,582,Koukaku Kidoutai 2.0,Movie,['Production I.G'],"['Action', 'Sci-Fi']"
583,583,Major Movie: Yuujou no Winning Shot,Movie,['Xebec'],"['Action', 'Sports']"
584,584,Promare,Movie,['Trigger'],"['Action', 'Sci-Fi']"
585,585,ReLIFE,TV,['TMS Entertainment'],"['Drama', 'Romance', 'Slice of Life']"
586,586,Sakasama no Patema,Movie,"['Studio Rikka', '            Purple Cow Studio Japan']","['Adventure', 'Sci-Fi']"
587,587,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV,['J.C.Staff'],"['Gourmet', 'Ecchi']"
588,588,xxxHOLiC,TV,['Production I.G'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']"
589,589,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA,['Studio Deen'],"['Drama', 'Romance']"
590,590,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,OVA,['M.S.C'],['Sports']
591,591,Wan Sheng Jie 2,ONA,['None'],"['Comedy', 'Slice of Life', 'Supernatural']"
592,592,Working!!!,TV,['A-1 Pictures'],"['Comedy', 'Romance', 'Slice of Life']"
593,593,Akagami no Shirayuki-hime 2nd Season,TV,['Bones'],"['Drama', 'Fantasy', 'Romance']"
594,594,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Special,['Hal Film Maker'],"['Comedy', 'Slice of Life']"
595,595,Durarara!!x2 Ten,TV,['Shuka'],"['Action', 'Mystery', 'Supernatural']"
596,596,Hyouge Mono,TV,['Bee Train'],['None']
597,597,Kingdom,TV,['Studio Pierrot'],['Action']
598,598,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,TV,['Sunrise'],['Slice of Life']
599,599,Azumanga Daioh,TV,['J.C.Staff'],"['Comedy', 'Slice of Life']"
600,600,Haibane Renmei,TV,['Radix'],"['Drama', 'Fantasy', 'Mystery', 'Slice of Life']"
601,601,Hokuto no Ken,TV,['Toei Animation'],"['Action', 'Drama', 'Sci-Fi']"
602,602,Kanon (2006),TV,['Kyoto Animation'],"['Drama', 'Romance', 'Slice of Life', 'Supernatural']"
603,603,Mahou Shoujo Lyrical Nanoha A's,TV,['Seven Arcs'],"['Action', 'Comedy', 'Drama']"
604,604,Naruto,TV,['Studio Pierrot'],"['Action', 'Adventure', 'Fantasy']"
605,605,Noragami,TV,['Bones'],"['Action', 'Fantasy']"
606,606,One Piece Film: Strong World Episode 0,OVA,['Toei Animation'],"['Adventure', 'Fantasy']"
607,607,Osomatsu-san,TV,['Studio Pierrot'],['Comedy']
608,608,Phantom: Requiem for the Phantom,TV,['Bee Train'],"['Action', 'Drama', 'Suspense']"
609,609,Quanzhi Gaoshou 2,ONA,['Colored Pencil Animation'],['Action']
610,610,Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA,['TMS Entertainment'],"['Action', 'Adventure', 'Supernatural']"
611,611,Wan Sheng Jie,ONA,['None'],"['Comedy', 'Slice of Life', 'Supernatural']"
612,612,Youjo Senki,TV,['Nut'],['Action']
613,613,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Special,['MAPPA'],['Sports']
614,614,Mawaru Penguindrum,TV,"[""Brain's Base""]","['Avant Garde', 'Comedy', 'Drama', 'Mystery']"
615,615,Nurarihyon no Mago: Sennen Makyou,TV,['Studio Deen'],"['Action', 'Supernatural']"
616,616,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Movie,['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy']"
617,617,Tekkon Kinkreet,Movie,['Studio 4°C'],"['Action', 'Adventure', 'Supernatural']"
618,618,Boku no Hero Academia 4th Season,TV,['Bones'],['Action']
619,619,Dragon Ball,TV,['Toei Animation'],"['Adventure', 'Comedy', 'Fantasy']"
620,620,Fate/Grand Carnival,OVA,['Lerche'],"['Comedy', 'Fantasy', 'Supernatural']"
621,621,Girls & Panzer: Saishuushou Part 1,Movie,['Actas'],['None']
622,622,Haikyuu!! Movie 1: Owari to Hajimari,Movie,['Production I.G'],['Sports']
623,623,Hikaru no Go: Hokuto Hai e no Michi,Special,['Studio Pierrot'],['None']
624,624,IDOLiSH7 Vibrato,ONA,['TROYCA'],['Drama']
625,625,Kobato.,TV,['Madhouse'],"['Comedy', 'Drama', 'Fantasy', 'Romance']"
626,626,Macross F Movie 2: Sayonara no Tsubasa,Movie,"['Satelight', '            8bit']","['Action', 'Romance', 'Sci-Fi']"
627,627,Macross: Do You Remember Love?,Movie,"['Artland', '            Tatsunoko Production']","['Action', 'Romance', 'Sci-Fi']"
628,628,Boku no Hero Academia,TV,['Bones'],['Action']
629,629,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,['Kyoto Animation'],"['Drama', 'Romance', 'Slice of Life']"
630,630,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,['SILVER LINK.'],"['Action', 'Fantasy']"
631,631,Gochuumon wa Usagi Desu ka? Bloom,TV,['Encourage Films'],"['Comedy', 'Slice of Life']"
632,632,Hanamonogatari,TV,['Shaft'],"['Comedy', 'Mystery', 'Supernatural']"
633,633,Kindaichi Shounen no Jikenbo,TV,['Toei Animation'],['Mystery']
634,634,Kokoro Connect: Michi Random,Special,['SILVER LINK.'],"['Drama', 'Romance', 'Supernatural']"
635,635,Kurenai no Buta,Movie,['Studio Ghibli'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']"
636,636,Log Horizon,TV,['Satelight'],"['Action', 'Adventure', 'Fantasy']"
637,637,Non Non Biyori,TV,['SILVER LINK.'],"['Comedy', 'Slice of Life']"
638,638,Usagi Drop Specials,Special,['Production I.G'],['Slice of Life']
639,639,Wotaku ni Koi wa Muzukashii,TV,['A-1 Pictures'],"['Comedy', 'Romance', 'Slice of Life']"
640,640,xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,['Production I.G'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']"
641,641,Yowamushi Pedal,TV,['TMS Entertainment'],"['Comedy', 'Drama', 'Sports']"
642,642,Mobile Suit Gundam 0080: War in the Pocket,OVA,['Sunrise'],"['Drama', 'Sci-Fi']"
643,643,Mobile Suit Gundam Thunderbolt,ONA,['Sunrise'],"['Action', 'Drama', 'Sci-Fi']"
644,644,Nekomonogatari: Kuro,TV,['Shaft'],"['Comedy', 'Romance', 'Supernatural', 'Ecchi']"
645,645,Tamako Love Story,Movie,['Kyoto Animation'],"['Comedy', 'Romance', 'Slice of Life']"
646,646,Trigun: Badlands Rumble,Movie,['Madhouse'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']"
647,647,Zetsuen no Tempest,TV,['Bones'],"['Action', 'Drama', 'Fantasy', 'Mystery']"
648,648,Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV,['CloverWorks'],"['Action', 'Fantasy', 'Supernatural']"
649,649,Full Metal Panic! The Second Raid,TV,['Kyoto Animation'],['Action']
650,650,Full Moon wo Sagashite,TV,['Studio Deen'],"['Comedy', 'Drama', 'Romance', 'Supernatural']"
651,651,Kimi to Boku. 2,TV,['J.C.Staff'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
652,652,Kuuchuu Buranko,TV,['Toei Animation'],"['Comedy', 'Drama']"
653,653,Bishoujo Senshi Sailor Moon: Sailor Stars,TV,['Toei Animation'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
654,654,Bungou Stray Dogs Wan!,TV,"['Bones', '            Nomad']","['Comedy', 'Slice of Life', 'Supernatural']"
655,655,Darker than Black: Kuro no Keiyakusha Gaiden,Special,['Bones'],"['Action', 'Mystery', 'Sci-Fi']"
656,656,Douluo Dalu: Chongfan Haotian,ONA,['Sparkly Key Animation Studio'],"['Action', 'Adventure', 'Fantasy', 'Romance']"
657,657,Final Fantasy VII: Advent Children Complete,OVA,['Square Enix'],"['Action', 'Fantasy']"
658,658,Hidamari Sketch x Honeycomb,TV,['Shaft'],"['Comedy', 'Slice of Life']"
659,659,Kidou Keisatsu Patlabor 2 the Movie,Movie,['Production I.G'],"['Drama', 'Mystery', 'Sci-Fi']"
660,660,Kotonoha no Niwa,Movie,['CoMix Wave Films'],"['Drama', 'Romance', 'Slice of Life']"
661,661,Love Live! The School Idol Movie,Movie,['Sunrise'],['Slice of Life']
662,662,Mobile Suit Gundam Thunderbolt: December Sky,Movie,['Sunrise'],"['Action', 'Drama', 'Sci-Fi']"
663,663,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA,['Tatsunoko Production'],['Comedy']
664,664,Takarajima,TV,"['Madhouse', '            TMS Entertainment']","['Adventure', 'Drama', 'Mystery']"
665,665,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,['Madhouse'],['Suspense']
666,666,Umibe no Étranger,Movie,['Studio Hibari'],"['Boys Love', 'Romance', 'Slice of Life']"
667,667,Wotaku ni Koi wa Muzukashii OVA,OVA,"['A-1 Pictures', '            Lapin Track']","['Comedy', 'Romance', 'Slice of Life', 'Sports']"
668,668,Yakitate!! Japan,TV,['Sunrise'],"['Comedy', 'Gourmet']"
669,669,Yuru Yuri San☆Hai!,TV,['TYO Animations'],"['Comedy', 'Girls Love', 'Slice of Life']"
670,670,One Piece Film: Gold,Movie,['Toei Animation'],"['Action', 'Adventure', 'Fantasy']"
671,671,Ore Monogatari!!,TV,['Madhouse'],"['Comedy', 'Romance']"
672,672,Overlord,TV,['Madhouse'],"['Action', 'Adventure', 'Fantasy', 'Supernatural']"
673,673,Overlord III,TV,['Madhouse'],"['Action', 'Fantasy', 'Supernatural']"
674,674,Plastic Memories,TV,['Doga Kobo'],"['Drama', 'Romance', 'Sci-Fi']"
675,675,Quanzhi Gaoshou,ONA,['B.CMAY PICTURES'],['Action']
676,676,Tonikaku Kawaii,TV,['Seven Arcs'],"['Comedy', 'Romance']"
677,677,Cike Wu Liuqi,ONA,['None'],"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']"
678,678,City Hunter,TV,['Sunrise'],"['Action', 'Comedy', 'Mystery']"
679,679,Code Geass: Fukkatsu no Lelouch,Movie,['Sunrise'],"['Action', 'Drama', 'Sci-Fi']"
680,680,Eyeshield 21,TV,['Gallop'],['Sports']
681,681,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Movie,['CloverWorks'],"['Action', 'Fantasy', 'Supernatural']"
682,682,Hanasaku Iroha,TV,['P.A. Works'],"['Comedy', 'Drama', 'Slice of Life']"
683,683,JoJo no Kimyou na Bouken (TV),TV,['David Production'],"['Action', 'Adventure', 'Supernatural']"
684,684,Kaleido Star,TV,"['Gonzo', '            G&G Entertainment']","['Comedy', 'Drama', 'Fantasy']"
685,685,Macross,TV,['Tatsunoko Production'],"['Action', 'Romance', 'Sci-Fi']"
686,686,Aria the Avvenire,Special,['TYO Animations'],"['Fantasy', 'Sci-Fi', 'Slice of Life']"
687,687,Bungou Stray Dogs: Dead Apple,Movie,['Bones'],"['Action', 'Comedy', 'Mystery', 'Supernatural']"
688,688,Detective Conan OVA 09: The Stranger in 10 Years...,OVA,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']"
689,689,Drifters,TV,['Hoods Drifters Studio'],"['Action', 'Adventure', 'Comedy', 'Fantasy']"
690,690,ef: A Tale of Memories.,TV,['Shaft'],"['Drama', 'Mystery', 'Romance']"
691,691,Ergo Proxy,TV,['Manglobe'],"['Mystery', 'Sci-Fi']"
692,692,Hidamari Sketch x ☆☆☆,TV,['Shaft'],"['Comedy', 'Slice of Life']"
693,693,Ie Naki Ko Remy,TV,['Nippon Animation'],"['Adventure', 'Drama', 'Slice of Life']"
694,694,Jormungand: Perfect Order,TV,['White Fox'],"['Action', 'Adventure']"
695,695,Kono Oto Tomare!,TV,['Platinum Vision'],"['Drama', 'Romance']"
696,696,Lupin III (2015),TV,['Telecom Animation Film'],"['Action', 'Adventure', 'Comedy', 'Mystery']"
697,697,Ookiku Furikabutte,TV,['A-1 Pictures'],"['Comedy', 'Sports']"
698,698,Princess Connect! Re:Dive Season 2,TV,['CygamesPictures'],"['Action', 'Adventure', 'Comedy', 'Fantasy']"
699,699,Sakigake!! Cromartie Koukou,TV,['Production I.G'],['Comedy']
700,700,Shirokuma Cafe,TV,['Studio Pierrot'],"['Comedy', 'Slice of Life']"
701,701,Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA,['M.S.C'],['Sports']
702,702,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,OVA,['M.S.C'],['Sports']
703,703,Ushio to Tora (TV) 2nd Season,TV,"['MAPPA', '            Studio VOLN']","['Action', 'Adventure', 'Comedy', 'Supernatural']"
704,704,Vanitas no Karte,TV,['Bones'],['Supernatural']
705,705,Yagate Kimi ni Naru,TV,['TROYCA'],"['Drama', 'Girls Love', 'Romance']"
706,706,Yuri!!! on Ice,TV,['MAPPA'],['Sports']
707,707,Zoku Sayonara Zetsubou Sensei,TV,['Shaft'],['Comedy']
708,708,Saiunkoku Monogatari,TV,['Madhouse'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
709,709,School Rumble,TV,['Studio Comet'],"['Comedy', 'Romance']"
710,710,Shijou Saikyou no Deshi Kenichi OVA,OVA,"[""Brain's Base""]","['Action', 'Comedy']"
711,711,Summer Ghost,Movie,['Flat Studio'],['Supernatural']
712,712,Terra e... (TV),TV,"['Tokyo Kids', '            Minami Machi Bugyousho']","['Action', 'Drama', 'Sci-Fi']"
713,713,Date A Live II: Kurumi Star Festival,OVA,['Production IMS'],"['Romance', 'Slice of Life']"
714,714,Death Billiards,Movie,['Madhouse'],"['Drama', 'Supernatural', 'Suspense']"
715,715,Free! Eternal Summer: Kindan no All Hard!,Special,['Kyoto Animation'],"['Comedy', 'Slice of Life']"
716,716,Gake no Ue no Ponyo,Movie,['Studio Ghibli'],"['Adventure', 'Fantasy']"
717,717,Gakuen Babysitters,TV,"[""Brain's Base""]","['Comedy', 'Slice of Life']"
718,718,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,['Kitty Film Mitaka Studio'],"['Action', 'Sci-Fi']"
719,719,Ginga Sengoku Gunyuuden Rai,TV,['E&G Films'],"['Adventure', 'Romance', 'Sci-Fi']"
720,720,Higurashi no Naku Koro ni,TV,['Studio Deen'],"['Horror', 'Mystery', 'Supernatural', 'Suspense']"
721,721,Jigoku Shoujo Futakomori,TV,['Studio Deen'],"['Horror', 'Mystery', 'Supernatural']"
722,722,Kami nomi zo Shiru Sekai II,TV,['Manglobe'],"['Comedy', 'Romance', 'Supernatural']"
723,723,Karigurashi no Arrietty,Movie,['Studio Ghibli'],['Fantasy']
724,724,Macross F,TV,['Satelight'],"['Action', 'Romance', 'Sci-Fi']"
725,725,Beastars,TV,['Orange'],"['Drama', 'Slice of Life']"
726,726,Carole & Tuesday,TV,['Bones'],"['Drama', 'Sci-Fi']"
727,727,Code Geass: Hangyaku no Lelouch I - Koudou,Movie,['Sunrise'],"['Action', 'Sci-Fi']"
728,728,Megalo Box,TV,['TMS Entertainment'],"['Sci-Fi', 'Sports']"
729,729,Mobile Suit Zeta Gundam,TV,['Sunrise'],"['Drama', 'Romance', 'Sci-Fi']"
730,730,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Special,['Toei Animation'],"['Action', 'Adventure', 'Fantasy']"
731,731,Sekaiichi Hatsukoi OVA,OVA,['Studio Deen'],"['Boys Love', 'Comedy', 'Drama', 'Romance']"
732,732,Vampire Hunter D (2000),Movie,['Madhouse'],"['Action', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi']"
733,733,Wu Shan Wu Xing (2020),ONA,"['Nice Boat Animation', '            Samsara Animation Studio']","['Action', 'Fantasy']"
734,734,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,['Toei Animation'],"['Adventure', 'Fantasy']"
735,735,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,"[""Brain's Base"", '            Marvy Jack']","['Adventure', 'Fantasy', 'Romance']"
736,736,Osomatsu-san Movie,Movie,['Studio Pierrot'],['Comedy']
737,737,Sayonara Zetsubou Sensei,TV,['Shaft'],['Comedy']
738,738,Sekaiichi Hatsukoi 2,TV,['Studio Deen'],"['Boys Love', 'Comedy', 'Drama', 'Romance']"
739,739,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,['Studio Deen'],"['Boys Love', 'Comedy', 'Drama', 'Romance']"
740,740,Space☆Dandy,TV,['Bones'],"['Comedy', 'Sci-Fi']"
741,741,Tiger & Bunny,TV,['Sunrise'],"['Action', 'Comedy', 'Mystery']"
742,742,Zan Sayonara Zetsubou Sensei,TV,['Shaft'],['Comedy']
743,743,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,['Studio 4°C'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']"
744,744,Carnival Phantasm,OVA,['Lerche'],"['Comedy', 'Supernatural']"
745,745,Detective Conan Movie 02: The Fourteenth Target,Movie,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']"
746,746,Hoozuki no Reitetsu 2nd Season,TV,['Studio Deen'],"['Comedy', 'Fantasy', 'Supernatural']"
747,747,Initial D Third Stage,Movie,['Studio Deen'],"['Action', 'Drama', 'Romance']"
748,748,Inochi no Tabekata,Music,['None'],"['Horror', 'Supernatural']"
749,749,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,['Seven Arcs'],"['Action', 'Comedy', 'Drama', 'Sci-Fi']"
750,750,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,['A-1 Pictures'],"['Drama', 'Slice of Life', 'Supernatural']"
751,751,Beelzebub,TV,['Pierrot Plus'],"['Action', 'Comedy', 'Supernatural']"
752,752,Bishoujo Senshi Sailor Moon S,TV,['Toei Animation'],"['Drama', 'Romance']"
753,753,Durarara!! Specials,Special,"[""Brain's Base""]","['Action', 'Comedy', 'Supernatural']"
754,754,High☆Speed! Movie: Free! Starting Days,Movie,['Kyoto Animation'],"['Drama', 'Sports']"
755,755,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu,Special,['Kyoto Animation'],"['Comedy', 'Fantasy', 'Slice of Life']"
756,756,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,Special,['Kyoto Animation'],['None']
757,757,Les Misérables: Shoujo Cosette,TV,['Nippon Animation'],"['Drama', 'Slice of Life']"
758,758,Lupin III vs. Detective Conan: The Movie,Movie,['TMS Entertainment'],"['Action', 'Comedy', 'Mystery']"
759,759,Mobile Suit Gundam: Hathaway's Flash,Movie,['Sunrise'],"['Action', 'Drama', 'Sci-Fi']"
760,760,Noragami Aragoto OVA,OVA,['Bones'],"['Comedy', 'Fantasy']"
761,761,Seitokai Yakuindomo* OVA,OVA,['GoHands'],"['Comedy', 'Slice of Life']"
762,762,Tennis no Ouji-sama,TV,['Trans Arts'],['Sports']
763,763,There She Is!!,ONA,['None'],"['Comedy', 'Romance']"
764,764,Top wo Nerae! Gunbuster,OVA,['Gainax'],"['Action', 'Comedy', 'Drama', 'Sci-Fi']"
765,765,Musekinin Kanchou Tylor,TV,['Tatsunoko Production'],"['Comedy', 'Sci-Fi']"
766,766,Shingeki no Kyojin OVA,OVA,['Wit Studio'],"['Action', 'Drama']"
767,767,Tanaka-kun wa Itsumo Kedaruge,TV,['SILVER LINK.'],"['Comedy', 'Slice of Life']"
768,768,Tentai Senshi Sunred 2nd Season,TV,['AIC ASTA'],['Comedy']
